valve_serial_number,valve_size_in,valve_size_dn,valve_rating,valve_manufacturer,valve_item_code,valve_type,valve_seat_type,valve_end_connection,valve_operator,valve_bore_type,valve_seat_material,valve_body_material,valve_obturator_material,valve_stem_material
16119085004,"1""",100,1500,PERAR,B15AC02,BALL - TRUNNION,METAL,RF,LEVER,FB,625,LF2,625,718
16119085001,"1""",100,1500,PERAR,B15AC02,BALL - TRUNNION,METAL,RF,LEVER,FB,625,LF2,625,718
16119026001,"1""",100,1500,PERAR,B15AC02,BALL - TRUNNION,METAL,RF,LEVER,FB,625,LF2,625,718
16119015002,"1""",100,1500,PERAR,B15AC02,BALL - TRUNNION,METAL,RF,LEVER,FB,625,LF2,625,718
16119007001,"1""",100,1500,PERAR,B15AC02,BALL - TRUNNION,METAL,RF,LEVER,FB,625,LF2,625,718
16119026006,"1""",100,1500,PERAR,B15AC02,BALL - TRUNNION,METAL,RF,LEVER,FB,625,LF2,625,718
16119015001,"1""",100,1500,PERAR,B15AC02,BALL - TRUNNION,METAL,RF,LEVER,FB,625,LF2,625,718
16119015005,"1""",100,1500,PERAR,B15AC02,BALL - TRUNNION,METAL,RF,LEVER,FB,625,LF2,625,718
16119015003,"1""",100,1500,PERAR,B15AC02,BALL - TRUNNION,METAL,RF,LEVER,FB,625,LF2,625,718
16119026002,"1""",100,1500,PERAR,B15AC02,BALL - TRUNNION,METAL,RF,LEVER,FB,625,LF2,625,718
16119026003,"1""",100,1500,PERAR,B15AC02,BALL - TRUNNION,METAL,RF,LEVER,FB,625,LF2,625,718
16119007002,"1""",100,1500,PERAR,B15AC02,BALL - TRUNNION,METAL,RF,LEVER,FB,625,LF2,625,718
16119026004,"1""",100,1500,PERAR,B15AC02,BALL - TRUNNION,METAL,RF,LEVER,FB,625,LF2,625,718
16119015004,"1""",100,1500,PERAR,B15AC02,BALL - TRUNNION,METAL,RF,LEVER,FB,625,LF2,625,718
16119025002,"3/4""",100,1500,PERAR,B15AC02,BALL - TRUNNION,METAL,RF,LEVER,FB,625,LF2,625,718
16119014003,"3/4""",100,1500,PERAR,B15AC02,BALL - TRUNNION,METAL,RF,LEVER,FB,625,LF2,625,718
16119014001,"3/4""",100,1500,PERAR,B15AC02,BALL - TRUNNION,METAL,RF,LEVER,FB,625,LF2,625,718
16119014004,"3/4""",100,1500,PERAR,B15AC02,BALL - TRUNNION,METAL,RF,LEVER,FB,625,LF2,625,718
16119025001,"3/4""",100,1500,PERAR,B15AC02,BALL - TRUNNION,METAL,RF,LEVER,FB,625,LF2,625,718
16119014002,"3/4""",100,1500,PERAR,B15AC02,BALL - TRUNNION,METAL,RF,LEVER,FB,625,LF2,625,718
16119075001,"6""",100,300,PERAR,A03AC08,BALL - TRUNNION,METAL,RF,LEVER,RB,316 TCC,LF2,316 TCC,NITRONIC 50
16117009008,"1""",100,150,PERAR,B01AS01,BALL - FLOATING,SOFT,RF,LEVER,FB,RPTFE,F316,F316,316
16117009023,"1""",100,150,PERAR,B01AS01,BALL - FLOATING,SOFT,RF,LEVER,FB,RPTFE,F316,F316,316
16117009028,"1""",100,150,PERAR,B01AS01,BALL - FLOATING,SOFT,RF,LEVER,FB,RPTFE,F316,F316,316
16117009034,"1""",100,150,PERAR,B01AS01,BALL - FLOATING,SOFT,RF,LEVER,FB,RPTFE,F316,F316,316
16117009035,"1""",100,150,PERAR,B01AS01,BALL - FLOATING,SOFT,RF,LEVER,FB,RPTFE,F316,F316,316
16117010046,"1""",100,150,PERAR,B01AC01,BALL - FLOATING,SOFT,RF,LEVER,FB,RPTFE,LF2,F316,316
16117010059,"1""",100,150,PERAR,B01AC01,BALL - FLOATING,SOFT,RF,LEVER,FB,RPTFE,LF2,F316,316
16117012024,"1""",100,300,PERAR,B03AC01,BALL - FLOATING,SOFT,RF,LEVER,FB,RPTFE,LF2,F316,316
16117089006,"4""",100,150,PERAR,A01AC01,BALL - FLOATING,SOFT,RF,LEVER,RB,RPTFE,LF2,F316,316
16119001001,"8""",100,900,PERAR,A09AC08,BALL - TRUNNION,METAL,RF,GEARBOX - MANUAL,RB,316 TCC,LF2,316 TCC,NITRONIC 50
16119001002,"8""",100,900,PERAR,A09AC08,BALL - TRUNNION,METAL,RF,GEARBOX - MANUAL,RB,316 TCC,LF2,316 TCC,NITRONIC 50
16119008001,"2""",100,600,PERAR,A06AC06,BALL - TRUNNION,METAL,RF,LEVER,RB,316 TCC,LF2,316 TCC,NITRONIC 50
16119008004,"2""",100,600,PERAR,A06AC06,BALL - TRUNNION,METAL,RF,LEVER,RB,316 TCC,LF2,316 TCC,NITRONIC 50
16119009004,"1""",100,600,PERAR,B06AC02,BALL - FLOATING,METAL,RF,LEVER,RB,316 TCC,LF2,316 TCC,NITRONIC 50
16119009008,"1""",100,600,PERAR,B06AC02,BALL - FLOATING,METAL,RF,LEVER,RB,316 TCC,LF2,316 TCC,NITRONIC 50
15458116001,"1""",100,150,PERAR,B01AS02,BALL - FLOATING,METAL,RF,LEVER,FB,F316,F316,F316,XM19
16210013001,"6""",100,900,PERAR,A09AC07,BALL - TRUNNION,SOFT,RF,ACTUATOR - SPRING RETURN,RB,625,LF2,625,718
16119084001,"3/4""",100,1500,PERAR,B15AC02,BALL - TRUNNION,METAL,RF,LEVER,FB,625,LF2,625,718
16119127019,"3""",100,900,PERAR,A09AC06,BALL - TRUNNION,METAL,RF,LEVER,RB,625,LF2,625,718
16118336004,"2""",100,1500,PERAR,A15AS28,BALL - TRUNNION,METAL,RF,GEARBOX - MANUAL,RB,XM19,F316,XM19,XM19
16118336029,"2""",100,1500,PERAR,A15AS28,BALL - TRUNNION,METAL,RF,GEARBOX - MANUAL,RB,XM19,F316,XM19,XM19
16118336032,"2""",100,1500,PERAR,A15AS28,BALL - TRUNNION,METAL,RF,GEARBOX - MANUAL,RB,XM19,F316,XM19,XM19
16117017001,"1""",100,2500,PERAR,B25RS01,BALL - FLOATING,SOFT,RTJ,LEVER,FB,PEEK,F316,625,718
16117024003,"2""",100,2500,PERAR,A25RC07,BALL - TRUNNION,SOFT,RTJ,GEARBOX - MANUAL,RB,PEEK,LF2,625,718
16119066005,"8""",100,600,PERAR,A06AC08,BALL - TRUNNION,METAL,RF,GEARBOX - MANUAL,RB,XM19,LF2,XM19,XM19
16118336035,"2""",100,1500,PERAR,A15AS28,BALL - TRUNNION,METAL,RF,GEARBOX - MANUAL,RB,XM19,F316,XM19,XM19
16119002001,"10""",100,600,PERAR,B06AC08,BALL - TRUNNION,METAL,RF,GEARBOX - MANUAL,FB,NITRONIC 50,LF2,NITRONIC 50,NITRONIC 50
16119066006,"8""",100,600,PERAR,A06AC08,BALL - TRUNNION,METAL,RF,GEARBOX - MANUAL,RB,XM19,LF2,XM19,XM19
16119066002,"8""",100,600,PERAR,A06AC08,BALL - TRUNNION,METAL,RF,GEARBOX - MANUAL,RB,XM19,LF2,XM19,XM19
16119066004,"8""",100,600,PERAR,A06AC08,BALL - TRUNNION,METAL,RF,GEARBOX - MANUAL,RB,XM19,LF2,XM19,XM19
16119066003,"8""",100,600,PERAR,A06AC08,BALL - TRUNNION,METAL,RF,GEARBOX - MANUAL,RB,XM19,LF2,XM19,XM19
16118336012,"2""",100,1500,PERAR,A15AS28,BALL - TRUNNION,METAL,RF,GEARBOX - MANUAL,RB,XM19,F316,XM19,XM19
16118336031,"2""",100,1500,PERAR,A15AS28,BALL - TRUNNION,METAL,RF,GEARBOX - MANUAL,RB,XM19,F316,XM19,XM19
16118336019,"2""",100,1500,PERAR,A15AS28,BALL - TRUNNION,METAL,RF,GEARBOX - MANUAL,RB,XM19,F316,XM19,XM19
16118336013,"2""",100,1500,PERAR,A15AS28,BALL - TRUNNION,METAL,RF,GEARBOX - MANUAL,RB,XM19,F316,XM19,XM19
16119113016,"3/4""",100,600,PERAR,B06AC02,BALL - FLOATING,METAL,RF,LEVER,FB,F316,LF2,F316,XM19
16119058004,"3/4""",100,150,PERAR,B01AC02,BALL - FLOATING,METAL,RF,LEVER,FB,F316,LF2,F316,XM19
16119058006,"3/4""",100,150,PERAR,B01AC02,BALL - FLOATING,METAL,RF,LEVER,FB,F316,LF2,F316,XM19
16118090006,"3/4""",100,1500,PERAR,B15AC02,BALL - TRUNNION,METAL,RF,LEVER,FB,625,LF2,625,718
16118090003,"3/4""",100,1500,PERAR,B15AC02,BALL - TRUNNION,METAL,RF,LEVER,FB,625,LF2,625,718
16118090002,"3/4""",100,1500,PERAR,B15AC02,BALL - TRUNNION,METAL,RF,LEVER,FB,625,LF2,625,718
16118090004,"3/4""",100,1500,PERAR,B15AC02,BALL - TRUNNION,METAL,RF,LEVER,FB,625,LF2,625,718
16118090005,"3/4""",100,1500,PERAR,B15AC02,BALL - TRUNNION,METAL,RF,LEVER,FB,625,LF2,625,718
16118090001,"3/4""",100,1500,PERAR,B15AC02,BALL - TRUNNION,METAL,RF,LEVER,FB,625,LF2,625,718
16118137010,"1""",100,1500,PERAR,B15AC02,BALL - TRUNNION,METAL,RF,LEVER,FB,625,LF2,625,718
16118137011,"1""",100,1500,PERAR,B15AC02,BALL - TRUNNION,METAL,RF,LEVER,FB,625,LF2,625,718
16118137012,"1""",100,1500,PERAR,B15AC02,BALL - TRUNNION,METAL,RF,LEVER,FB,625,LF2,625,718
16118137008,"1""",100,1500,PERAR,B15AC02,BALL - TRUNNION,METAL,RF,LEVER,FB,625,LF2,625,718
16118306026,"2""",100,1500,PERAR,A15AC06,BALL - TRUNNION,METAL,RF,GEARBOX - MANUAL,RB,625,LF2,625,718
16118306010,"2""",100,1500,PERAR,A15AC06,BALL - TRUNNION,METAL,RF,GEARBOX - MANUAL,RB,625,LF2,625,718
16118306005,"2""",100,1500,PERAR,A15AC06,BALL - TRUNNION,METAL,RF,GEARBOX - MANUAL,RB,625,LF2,625,718
16118306039,"2""",100,1500,PERAR,A15AC06,BALL - TRUNNION,METAL,RF,GEARBOX - MANUAL,RB,625,LF2,625,718
16118306027,"2""",100,1500,PERAR,A15AC06,BALL - TRUNNION,METAL,RF,GEARBOX - MANUAL,RB,625,LF2,625,718
16118306045,"2""",100,1500,PERAR,A15AC06,BALL - TRUNNION,METAL,RF,GEARBOX - MANUAL,RB,625,LF2,625,718
15458189009,"2""",100,1500,PERAR,A15AS28,BALL - TRUNNION,METAL,RF,GEARBOX - MANUAL,RB,XM19,F316,XM19,XM19
15458189006,"2""",100,1500,PERAR,A15AS28,BALL - TRUNNION,METAL,RF,GEARBOX - MANUAL,RB,XM19,F316,XM19,XM19
15458189011,"2""",100,1500,PERAR,A15AS28,BALL - TRUNNION,METAL,RF,GEARBOX - MANUAL,RB,XM19,F316,XM19,XM19
15458189020,"2""",100,1500,PERAR,A15AS28,BALL - TRUNNION,METAL,RF,GEARBOX - MANUAL,RB,XM19,F316,XM19,XM19
16118306037,"2""",100,1500,PERAR,A15AC06,BALL - TRUNNION,METAL,RF,GEARBOX - MANUAL,RB,625,LF2,625,718
15458189041,"2""",100,1500,PERAR,A15AS28,BALL - TRUNNION,METAL,RF,GEARBOX - MANUAL,RB,XM19,F316,XM19,XM19
15458189012,"2""",100,1500,PERAR,A15AS28,BALL - TRUNNION,METAL,RF,GEARBOX - MANUAL,RB,XM19,F316,XM19,XM19
16118306021,"2""",100,1500,PERAR,A15AC06,BALL - TRUNNION,METAL,RF,GEARBOX - MANUAL,RB,625,LF2,625,718
16118307034,"2""",100,1500,PERAR,A15AC06,BALL - TRUNNION,METAL,RF,GEARBOX - MANUAL,RB,625,LF2,625,718
16118307033,"2""",100,1500,PERAR,A15AC06,BALL - TRUNNION,METAL,RF,GEARBOX - MANUAL,RB,625,LF2,625,718
16118149054,"2""",100,1500,PERAR,A15AC06,BALL - TRUNNION,METAL,RF,GEARBOX - MANUAL,RB,625,LF2,625,718
16118149003,"2""",100,1500,PERAR,A15AC06,BALL - TRUNNION,METAL,RF,GEARBOX - MANUAL,RB,625,LF2,625,718
16118307009,"2""",100,1500,PERAR,A15AC06,BALL - TRUNNION,METAL,RF,GEARBOX - MANUAL,RB,625,LF2,625,718
15458189010,"2""",100,1500,PERAR,A15AS28,BALL - TRUNNION,METAL,RF,GEARBOX - MANUAL,RB,XM19,F316,XM19,XM19
16118307012,"2""",100,1500,PERAR,A15AC06,BALL - TRUNNION,METAL,RF,GEARBOX - MANUAL,RB,625,LF2,625,718
16210005001,"3""",100,2500,PERAR,A25CC07,BALL - TRUNNION,SOFT,COMPACT,ACTUATOR - SPRING RETURN,RB,625,LF2,625,718
16210004001,"3""",100,2500,PERAR,A25CC07,BALL - TRUNNION,SOFT,COMPACT,ACTUATOR - SPRING RETURN,RB,625,LF2,625,718
17/8794,"1""",100,1500,GALPERTI,K15AC02,DBB,METAL,RF,LEVER,FB,625,LF2,625,718
17/7449,"1""",100,1500,GALPERTI,K15AS02,DBB,METAL,RF,LEVER,FB,625,F316,625,718
17/8796,"1""",100,1500,GALPERTI,K15AC02,DBB,METAL,RF,LEVER,FB,625,LF2,625,718
16210003001,"3""",100,2500,PERAR,A25CC07,BALL - TRUNNION,SOFT,COMPACT,ACTUATOR - SPRING RETURN,RB,625,LF2,625,718
16118301005,"16""",100,900,PERAR,A09CC08-K21,BALL - TRUNNION,METAL,COMPACT,GEARBOX - MANUAL,RB,625,LF2,F316/316L+TCC,718
AM31342/18-V1,"3""",100,2500,GOODWIN,C25CC52,CHECK - DUAL PLATE,METAL,COMPACT,NotApplicable,FB,625,LF2,625,NotApplicable
16118301009,"16""",100,900,PERAR,A09CC08-K21,BALL - TRUNNION,METAL,COMPACT,GEARBOX - MANUAL,RB,625,LF2,F316/316L+TCC,718
AM31342/18-V2,"3""",100,2500,GOODWIN,C25CC52,CHECK - DUAL PLATE,METAL,COMPACT,NotApplicable,FB,625,LF2,625,NotApplicable
16118301001,"16""",100,900,PERAR,A09CC08-K21,BALL - TRUNNION,METAL,COMPACT,GEARBOX - MANUAL,RB,625,LF2,F316/316L+TCC,718
16118301006,"16""",100,900,PERAR,A09CC08-K21,BALL - TRUNNION,METAL,COMPACT,GEARBOX - MANUAL,RB,625,LF2,F316/316L+TCC,718
16118301008,"16""",100,900,PERAR,A09CC08-K21,BALL - TRUNNION,METAL,COMPACT,GEARBOX - MANUAL,RB,625,LF2,F316/316L+TCC,718
16119002002,"10""",100,600,PERAR,B06AC08,BALL - TRUNNION,METAL,RF,GEARBOX - MANUAL,FB,NITRONIC 50,LF2,NITRONIC 50,NITRONIC 50
16119048001,"10""",100,150,PERAR,B01AC08,BALL - TRUNNION,METAL,RF,GEARBOX - MANUAL,FB,F316,LF2,316 TCC,NITRONIC 50
16119048002,"10""",100,150,PERAR,B01AC08,BALL - TRUNNION,METAL,RF,GEARBOX - MANUAL,FB,F316,LF2,316 TCC,NITRONIC 50
16117044001,"10""",100,150,PERAR,B01AC07,BALL - TRUNNION,SOFT,RF,GEARBOX - MANUAL,FB,F316,LF2,F316,XM19
16117097003,"8""",100,600,PERAR,A06AC07,BALL - TRUNNION,SOFT,RF,GEARBOX - MANUAL,RB,XM19,LF2,XM19,XM19
16117097001,"8""",100,600,PERAR,A06AC07,BALL - TRUNNION,SOFT,RF,GEARBOX - MANUAL,RB,XM19,LF2,XM19,XM19
16117097005,"8""",100,600,PERAR,A06AC07,BALL - TRUNNION,SOFT,RF,GEARBOX - MANUAL,RB,XM19,LF2,XM19,XM19
16117097004,"8""",100,600,PERAR,A06AC07,BALL - TRUNNION,SOFT,RF,GEARBOX - MANUAL,RB,XM19,LF2,XM19,XM19
16117045002,"10""",100,600,PERAR,B06AC07,BALL - TRUNNION,SOFT,RF,GEARBOX - MANUAL,FB,XM19,LF2,XM19,XM19
16117045001,"10""",100,600,PERAR,B06AC07,BALL - TRUNNION,SOFT,RF,GEARBOX - MANUAL,FB,XM19,LF2,XM19,XM19
16117099001,"10""",100,600,PERAR,B06AC07,BALL - TRUNNION,SOFT,RF,GEARBOX - MANUAL,FB,XM19,LF2,XM19,XM19
16117097002,"8""",100,600,PERAR,A06AC07,BALL - TRUNNION,SOFT,RF,GEARBOX - MANUAL,RB,XM19,LF2,XM19,XM19
16117097008,"8""",100,600,PERAR,A06AC07,BALL - TRUNNION,SOFT,RF,GEARBOX - MANUAL,RB,XM19,LF2,XM19,XM19
16117098002,"8""",100,900,PERAR,A09AC07,BALL - TRUNNION,SOFT,RF,GEARBOX - MANUAL,RB,625,LF2,625,718
16117043001,"8""",100,900,PERAR,A09AC07,BALL - TRUNNION,SOFT,RF,GEARBOX - MANUAL,RB,625,LF2,625,718
16117047001,"16""",100,600,PERAR,B06AC07,BALL - TRUNNION,SOFT,RF,GEARBOX - MANUAL,FB,XM19,LF2,XM19,XM19
16117098003,"8""",100,900,PERAR,A09AC07,BALL - TRUNNION,SOFT,RF,GEARBOX - MANUAL,RB,625,LF2,625,718
16119115001,"1""",100,600,PERAR,B06AC02,BALL - FLOATING,METAL,RF,LEVER,FB,F316,LF2,F316,XM19
16118524007,"2""",100,1500,PERAR,A15AC06,BALL - TRUNNION,METAL,RF,GEARBOX - MANUAL,RB,625,LF2,625,718
16118524005,"2""",100,1500,PERAR,A15AC06,BALL - TRUNNION,METAL,RF,GEARBOX - MANUAL,RB,625,LF2,625,718
16118524004,"2""",100,1500,PERAR,A15AC06,BALL - TRUNNION,METAL,RF,GEARBOX - MANUAL,RB,625,LF2,625,718
16118524006,"2""",100,1500,PERAR,A15AC06,BALL - TRUNNION,METAL,RF,GEARBOX - MANUAL,RB,625,LF2,625,718
16118524003,"2""",100,1500,PERAR,A15AC06,BALL - TRUNNION,METAL,RF,GEARBOX - MANUAL,RB,625,LF2,625,718
16118524001,"2""",100,1500,PERAR,A15AC06,BALL - TRUNNION,METAL,RF,GEARBOX - MANUAL,RB,625,LF2,625,718
16118524002,"2""",100,1500,PERAR,A15AC06,BALL - TRUNNION,METAL,RF,GEARBOX - MANUAL,RB,625,LF2,625,718
16118148013,"2""",100,1500,PERAR,A15AS28,BALL - TRUNNION,METAL,RF,GEARBOX - MANUAL,RB,XM19,F316,XM19,XM19
16118148031,"2""",100,1500,PERAR,A15AS28,BALL - TRUNNION,METAL,RF,GEARBOX - MANUAL,RB,XM19,F316,XM19,XM19
16118148029,"2""",100,1500,PERAR,A15AS28,BALL - TRUNNION,METAL,RF,GEARBOX - MANUAL,RB,XM19,F316,XM19,XM19
16118148032,"2""",100,1500,PERAR,A15AS28,BALL - TRUNNION,METAL,RF,GEARBOX - MANUAL,RB,XM19,F316,XM19,XM19
16118148005,"2""",100,1500,PERAR,A15AS28,BALL - TRUNNION,METAL,RF,GEARBOX - MANUAL,RB,XM19,F316,XM19,XM19
16118148014,"2""",100,1500,PERAR,A15AS28,BALL - TRUNNION,METAL,RF,GEARBOX - MANUAL,RB,XM19,F316,XM19,XM19
16118148008,"2""",100,1500,PERAR,A15AS28,BALL - TRUNNION,METAL,RF,GEARBOX - MANUAL,RB,XM19,F316,XM19,XM19
16118148019,"2""",100,1500,PERAR,A15AS28,BALL - TRUNNION,METAL,RF,GEARBOX - MANUAL,RB,XM19,F316,XM19,XM19
16118148015,"2""",100,1500,PERAR,A15AS28,BALL - TRUNNION,METAL,RF,GEARBOX - MANUAL,RB,XM19,F316,XM19,XM19
16118148006,"2""",100,1500,PERAR,A15AS28,BALL - TRUNNION,METAL,RF,GEARBOX - MANUAL,RB,XM19,F316,XM19,XM19
16118148030,"2""",100,1500,PERAR,A15AS28,BALL - TRUNNION,METAL,RF,GEARBOX - MANUAL,RB,XM19,F316,XM19,XM19
16118336007,"2""",100,1500,PERAR,A15AS28,BALL - TRUNNION,METAL,RF,GEARBOX - MANUAL,RB,XM19,F316,XM19,XM19
16118336025,"2""",100,1500,PERAR,A15AS28,BALL - TRUNNION,METAL,RF,GEARBOX - MANUAL,RB,XM19,F316,XM19,XM19
16118148022,"2""",100,1500,PERAR,A15AS28,BALL - TRUNNION,METAL,RF,GEARBOX - MANUAL,RB,XM19,F316,XM19,XM19
16118148010,"2""",100,1500,PERAR,A15AS28,BALL - TRUNNION,METAL,RF,GEARBOX - MANUAL,RB,XM19,F316,XM19,XM19
16118336009,"2""",100,1500,PERAR,A15AS28,BALL - TRUNNION,METAL,RF,GEARBOX - MANUAL,RB,XM19,F316,XM19,XM19
16118336017,"2""",100,1500,PERAR,A15AS28,BALL - TRUNNION,METAL,RF,GEARBOX - MANUAL,RB,XM19,F316,XM19,XM19
16118148017,"2""",100,1500,PERAR,A15AS28,BALL - TRUNNION,METAL,RF,GEARBOX - MANUAL,RB,XM19,F316,XM19,XM19
16118148033,"2""",100,1500,PERAR,A15AS28,BALL - TRUNNION,METAL,RF,GEARBOX - MANUAL,RB,XM19,F316,XM19,XM19
16118148026,"2""",100,1500,PERAR,A15AS28,BALL - TRUNNION,METAL,RF,GEARBOX - MANUAL,RB,XM19,F316,XM19,XM19
16118148018,"2""",100,1500,PERAR,A15AS28,BALL - TRUNNION,METAL,RF,GEARBOX - MANUAL,RB,XM19,F316,XM19,XM19
16118336001,"2""",100,1500,PERAR,A15AS28,BALL - TRUNNION,METAL,RF,GEARBOX - MANUAL,RB,XM19,F316,XM19,XM19
16118336033,"2""",100,1500,PERAR,A15AS28,BALL - TRUNNION,METAL,RF,GEARBOX - MANUAL,RB,XM19,F316,XM19,XM19
16118336008,"2""",100,1500,PERAR,A15AS28,BALL - TRUNNION,METAL,RF,GEARBOX - MANUAL,RB,XM19,F316,XM19,XM19
16118336002,"2""",100,1500,PERAR,A15AS28,BALL - TRUNNION,METAL,RF,GEARBOX - MANUAL,RB,XM19,F316,XM19,XM19
16118336011,"2""",100,1500,PERAR,A15AS28,BALL - TRUNNION,METAL,RF,GEARBOX - MANUAL,RB,XM19,F316,XM19,XM19
16118336006,"2""",100,1500,PERAR,A15AS28,BALL - TRUNNION,METAL,RF,GEARBOX - MANUAL,RB,XM19,F316,XM19,XM19
16118336021,"2""",100,1500,PERAR,A15AS28,BALL - TRUNNION,METAL,RF,GEARBOX - MANUAL,RB,XM19,F316,XM19,XM19
16118336024,"2""",100,1500,PERAR,A15AS28,BALL - TRUNNION,METAL,RF,GEARBOX - MANUAL,RB,XM19,F316,XM19,XM19
16118336005,"2""",100,1500,PERAR,A15AS28,BALL - TRUNNION,METAL,RF,GEARBOX - MANUAL,RB,XM19,F316,XM19,XM19
16118336010,"2""",100,1500,PERAR,A15AS28,BALL - TRUNNION,METAL,RF,GEARBOX - MANUAL,RB,XM19,F316,XM19,XM19
16118336018,"2""",100,1500,PERAR,A15AS28,BALL - TRUNNION,METAL,RF,GEARBOX - MANUAL,RB,XM19,F316,XM19,XM19
16118336003,"2""",100,1500,PERAR,A15AS28,BALL - TRUNNION,METAL,RF,GEARBOX - MANUAL,RB,XM19,F316,XM19,XM19
16117043002,"8""",100,900,PERAR,A09AC07,BALL - TRUNNION,SOFT,RF,GEARBOX - MANUAL,RB,625,LF2,625,718
16117098001,"8""",100,900,PERAR,A09AC07,BALL - TRUNNION,SOFT,RF,GEARBOX - MANUAL,RB,625,LF2,625,718
16117042001,"8""",100,300,PERAR,A03AC07,BALL - TRUNNION,SOFT,RF,GEARBOX - MANUAL,RB,F316,LF2,F316,XM19
16117042002,"8""",100,300,PERAR,A03AC07,BALL - TRUNNION,SOFT,RF,GEARBOX - MANUAL,RB,F316,LF2,F316,XM19
